Entry Time,Exit Time,Type,Entry Price,Exit Price,Quantity,PNL,Outcome,Balance After Trade,cumulative_pnl,cumulative_balance
2020-01-30 02:31:00,2020-01-30 02:34:00,long,9078.25,9083.25,1,85.0,TP,99220.0,-780.0,99220.0
2020-01-30 04:09:00,2020-01-30 04:25:00,long,9055.25,9060.25,1,85.0,TP,99305.0,-695.0,99305.0
2020-01-30 05:05:00,2020-01-30 05:07:00,long,9057.25,9052.25,1,-115.0,SL,99190.0,-810.0,99190.0
2020-01-30 06:08:00,2020-01-30 06:09:00,long,9056.75,9061.75,1,85.0,TP,99275.0,-725.0,99275.0
2020-01-30 08:15:00,2020-01-30 08:19:00,short,9029.5,9024.5,1,85.0,TP,99360.0,-640.0,99360.0
2020-01-30 13:55:00,2020-01-30 13:59:00,long,9056.25,9061.25,1,85.0,TP,99445.0,-555.0,99445.0
2020-01-30 15:30:00,2020-01-30 15:31:00,short,9080.25,9075.25,1,85.0,TP,99530.0,-470.0,99530.0
2020-01-30 18:14:00,2020-01-30 18:16:00,short,9044.75,9049.75,1,-115.0,SL,99415.0,-585.0,99415.0
2020-01-30 19:43:00,2020-01-30 19:44:00,short,9068.5,9073.5,1,-115.0,SL,99300.0,-700.0,99300.0
2020-01-30 23:31:00,2020-01-30 23:35:00,short,9217.25,9222.25,1,-115.0,SL,99185.0,-815.0,99185.0
2020-01-31 04:55:00,2020-01-31 05:00:00,long,9238.0,9243.0,1,85.0,TP,99270.0,-730.0,99270.0
2020-01-31 06:43:00,2020-01-31 06:46:00,long,9213.25,9218.25,1,85.0,TP,99355.0,-645.0,99355.0
2020-01-31 08:09:00,2020-01-31 08:16:00,long,9190.5,9195.5,1,85.0,TP,99440.0,-560.0,99440.0
2020-01-31 13:14:00,2020-01-31 13:20:00,long,9176.5,9181.5,1,85.0,TP,99525.0,-475.0,99525.0
2020-01-31 15:00:00,2020-01-31 15:01:00,short,9120.25,9115.25,1,85.0,TP,99610.0,-390.0,99610.0
2020-01-31 16:05:00,2020-01-31 16:06:00,short,9061.5,9056.5,1,85.0,TP,99695.0,-305.0,99695.0
2020-01-31 19:20:00,2020-01-31 19:21:00,short,9029.5,9024.5,1,85.0,TP,99780.0,-220.0,99780.0
2020-01-31 20:59:00,2020-01-31 21:00:00,short,8995.25,9000.25,1,-115.0,SL,99665.0,-335.0,99665.0
2020-02-03 01:29:00,2020-02-03 01:30:00,long,9043.75,9038.75,1,-115.0,SL,99550.0,-450.0,99550.0
2020-02-03 01:43:00,2020-02-03 01:45:00,short,9067.25,9072.25,1,-115.0,SL,99435.0,-565.0,99435.0
2020-02-03 02:39:00,2020-02-03 02:46:00,short,9065.5,9060.5,1,85.0,TP,99520.0,-480.0,99520.0
2020-02-03 05:29:00,2020-02-03 05:43:00,long,9084.25,9079.25,1,-115.0,SL,99405.0,-595.0,99405.0
2020-02-03 06:34:00,2020-02-03 06:39:00,short,9066.0,9061.0,1,85.0,TP,99490.0,-510.0,99490.0
2020-02-03 08:00:00,2020-02-03 08:05:00,long,9074.0,9069.0,1,-115.0,SL,99375.0,-625.0,99375.0
2020-02-03 08:48:00,2020-02-03 08:50:00,long,9053.0,9058.0,1,85.0,TP,99460.0,-540.0,99460.0
2020-02-03 10:42:00,2020-02-03 10:48:00,long,9037.0,9042.0,1,85.0,TP,99545.0,-455.0,99545.0
2020-02-03 10:55:00,2020-02-03 11:00:00,short,9036.75,9041.75,1,-115.0,SL,99430.0,-570.0,99430.0
2020-02-03 17:35:00,2020-02-03 17:41:00,long,9131.25,9136.25,1,85.0,TP,99515.0,-485.0,99515.0
2020-02-04 00:19:00,2020-02-04 00:39:00,long,9107.75,9102.75,1,-115.0,SL,99400.0,-600.0,99400.0
2020-02-04 01:11:00,2020-02-04 01:13:00,long,9116.5,9121.5,1,85.0,TP,99485.0,-515.0,99485.0
2020-02-04 01:47:00,2020-02-04 01:51:00,long,9149.0,9154.0,1,85.0,TP,99570.0,-430.0,99570.0
2020-02-04 01:59:00,2020-02-04 02:05:00,short,9151.75,9146.75,1,85.0,TP,99655.0,-345.0,99655.0
2020-02-04 02:36:00,2020-02-04 02:38:00,short,9148.5,9143.5,1,85.0,TP,99740.0,-260.0,99740.0
2020-02-04 08:00:00,2020-02-04 08:02:00,short,9182.75,9187.75,1,-115.0,SL,99625.0,-375.0,99625.0
2020-02-04 08:30:00,2020-02-04 08:38:00,short,9218.0,9213.0,1,85.0,TP,99710.0,-290.0,99710.0
2020-02-04 10:50:00,2020-02-04 11:02:00,long,9223.75,9218.75,1,-115.0,SL,99595.0,-405.0,99595.0
2020-02-04 12:00:00,2020-02-04 12:04:00,long,9229.25,9224.25,1,-115.0,SL,99480.0,-520.0,99480.0
2020-02-04 14:31:00,2020-02-04 14:32:00,short,9244.0,9239.0,1,85.0,TP,99565.0,-435.0,99565.0
2020-02-04 15:34:00,2020-02-04 15:35:00,short,9275.75,9280.75,1,-115.0,SL,99450.0,-550.0,99450.0
2020-02-04 15:59:00,2020-02-04 16:05:00,long,9285.25,9290.25,1,85.0,TP,99535.0,-465.0,99535.0
2020-02-04 16:08:00,2020-02-04 16:10:00,short,9288.5,9293.5,1,-115.0,SL,99420.0,-580.0,99420.0
2020-02-04 17:17:00,2020-02-04 17:32:00,short,9326.25,9321.25,1,85.0,TP,99505.0,-495.0,99505.0
2020-02-04 20:47:00,2020-02-04 20:48:00,long,9354.25,9359.25,1,85.0,TP,99590.0,-410.0,99590.0
2020-02-04 20:59:00,2020-02-04 21:00:00,long,9340.75,9335.75,1,-115.0,SL,99475.0,-525.0,99475.0
2020-02-05 05:40:00,2020-02-05 05:48:00,long,9330.5,9325.5,1,-115.0,SL,99360.0,-640.0,99360.0
2020-02-05 07:43:00,2020-02-05 08:05:00,long,9333.75,9338.75,1,85.0,TP,99445.0,-555.0,99445.0
2020-02-05 09:03:00,2020-02-05 09:07:00,long,9400.5,9405.5,1,85.0,TP,99530.0,-470.0,99530.0
2020-02-05 10:57:00,2020-02-05 11:14:00,short,9441.25,9436.25,1,85.0,TP,99615.0,-385.0,99615.0
2020-02-05 11:43:00,2020-02-05 11:44:00,long,9434.5,9439.5,1,85.0,TP,99700.0,-300.0,99700.0
2020-02-05 14:18:00,2020-02-05 14:28:00,short,9452.0,9457.0,1,-115.0,SL,99585.0,-415.0,99585.0
2020-02-05 14:59:00,2020-02-05 15:00:00,long,9396.75,9401.75,1,85.0,TP,99670.0,-330.0,99670.0
2020-02-05 17:32:00,2020-02-05 17:42:00,long,9364.25,9359.25,1,-115.0,SL,99555.0,-445.0,99555.0
2020-02-05 23:20:00,2020-02-05 23:42:00,long,9389.5,9394.5,1,85.0,TP,99640.0,-360.0,99640.0
2020-02-06 00:16:00,2020-02-06 00:23:00,long,9381.25,9376.25,1,-115.0,SL,99525.0,-475.0,99525.0
2020-02-06 00:50:00,2020-02-06 00:54:00,long,9387.25,9382.25,1,-115.0,SL,99410.0,-590.0,99410.0
2020-02-06 01:58:00,2020-02-06 02:00:00,short,9407.75,9412.75,1,-115.0,SL,99295.0,-705.0,99295.0
2020-02-06 02:12:00,2020-02-06 02:30:00,short,9417.75,9422.75,1,-115.0,SL,99180.0,-820.0,99180.0
2020-02-06 04:03:00,2020-02-06 04:04:00,long,9426.5,9431.5,1,85.0,TP,99265.0,-735.0,99265.0
2020-02-06 04:20:00,2020-02-06 04:50:00,long,9436.5,9441.5,1,85.0,TP,99350.0,-650.0,99350.0
2020-02-06 05:26:00,2020-02-06 05:33:00,long,9449.5,9454.5,1,85.0,TP,99435.0,-565.0,99435.0
2020-02-06 05:48:00,2020-02-06 06:05:00,short,9450.0,9455.0,1,-115.0,SL,99320.0,-680.0,99320.0
2020-02-06 06:24:00,2020-02-06 06:29:00,long,9455.5,9460.5,1,85.0,TP,99405.0,-595.0,99405.0
2020-02-06 11:54:00,2020-02-06 11:55:00,long,9423.0,9428.0,1,85.0,TP,99490.0,-510.0,99490.0
2020-02-06 13:11:00,2020-02-06 13:19:00,short,9410.25,9415.25,1,-115.0,SL,99375.0,-625.0,99375.0
2020-02-06 16:52:00,2020-02-06 17:00:00,short,9429.25,9424.25,1,85.0,TP,99460.0,-540.0,99460.0
2020-02-06 17:15:00,2020-02-06 17:29:00,long,9437.25,9442.25,1,85.0,TP,99545.0,-455.0,99545.0
2020-02-06 19:47:00,2020-02-06 20:08:00,long,9435.75,9440.75,1,85.0,TP,99630.0,-370.0,99630.0
2020-02-06 23:36:00,2020-02-07 00:02:00,short,9464.75,9469.75,1,-115.0,SL,99515.0,-485.0,99515.0
2020-02-07 02:17:00,2020-02-07 02:23:00,long,9440.0,9445.0,1,85.0,TP,99600.0,-400.0,99600.0
2020-02-07 03:03:00,2020-02-07 03:18:00,short,9438.0,9443.0,1,-115.0,SL,99485.0,-515.0,99485.0
2020-02-07 06:08:00,2020-02-07 06:15:00,long,9437.5,9442.5,1,85.0,TP,99570.0,-430.0,99570.0
2020-02-07 08:40:00,2020-02-07 08:43:00,short,9442.5,9447.5,1,-115.0,SL,99455.0,-545.0,99455.0
2020-02-07 08:45:00,2020-02-07 09:14:00,short,9444.5,9439.5,1,85.0,TP,99540.0,-460.0,99540.0
2020-02-07 12:32:00,2020-02-07 12:43:00,long,9426.75,9421.75,1,-115.0,SL,99425.0,-575.0,99425.0
2020-02-07 15:49:00,2020-02-07 15:57:00,long,9431.0,9436.0,1,85.0,TP,99510.0,-490.0,99510.0
2020-02-07 17:09:00,2020-02-07 17:15:00,short,9451.25,9456.25,1,-115.0,SL,99395.0,-605.0,99395.0
2020-02-07 18:16:00,2020-02-07 18:22:00,long,9446.25,9441.25,1,-115.0,SL,99280.0,-720.0,99280.0
2020-02-07 19:22:00,2020-02-07 19:24:00,long,9395.0,9390.0,1,-115.0,SL,99165.0,-835.0,99165.0
2020-02-09 23:01:00,2020-02-09 23:02:00,long,9411.0,9406.0,1,-115.0,SL,99050.0,-950.0,99050.0
2020-02-10 00:20:00,2020-02-10 00:25:00,long,9362.0,9367.0,1,85.0,TP,99135.0,-865.0,99135.0
2020-02-10 00:58:00,2020-02-10 00:59:00,long,9367.0,9372.0,1,85.0,TP,99220.0,-780.0,99220.0
2020-02-10 02:32:00,2020-02-10 02:34:00,long,9427.25,9432.25,1,85.0,TP,99305.0,-695.0,99305.0
2020-02-10 03:43:00,2020-02-10 03:50:00,short,9423.0,9418.0,1,85.0,TP,99390.0,-610.0,99390.0
2020-02-10 04:33:00,2020-02-10 04:35:00,short,9418.5,9413.5,1,85.0,TP,99475.0,-525.0,99475.0
2020-02-10 05:50:00,2020-02-10 05:54:00,short,9421.0,9416.0,1,85.0,TP,99560.0,-440.0,99560.0
2020-02-10 06:56:00,2020-02-10 07:01:00,short,9430.0,9425.0,1,85.0,TP,99645.0,-355.0,99645.0
2020-02-10 07:49:00,2020-02-10 07:53:00,long,9424.25,9419.25,1,-115.0,SL,99530.0,-470.0,99530.0
2020-02-10 08:02:00,2020-02-10 08:05:00,long,9415.75,9420.75,1,85.0,TP,99615.0,-385.0,99615.0
2020-02-10 10:17:00,2020-02-10 10:36:00,long,9400.75,9405.75,1,85.0,TP,99700.0,-300.0,99700.0
2020-02-10 12:26:00,2020-02-10 12:40:00,long,9414.25,9419.25,1,85.0,TP,99785.0,-215.0,99785.0
2020-02-10 14:27:00,2020-02-10 14:28:00,short,9384.25,9379.25,1,85.0,TP,99870.0,-130.0,99870.0
2020-02-10 14:30:00,2020-02-10 14:31:00,long,9389.25,9394.25,1,85.0,TP,99955.0,-45.0,99955.0
2020-02-10 20:48:00,2020-02-10 20:54:00,long,9506.25,9511.25,1,85.0,TP,100040.0,40.0,100040.0
2020-02-11 01:32:00,2020-02-11 01:39:00,short,9558.5,9563.5,1,-115.0,SL,99925.0,-75.0,99925.0
2020-02-11 08:07:00,2020-02-11 08:35:00,long,9562.75,9567.75,1,85.0,TP,100010.0,10.0,100010.0
2020-02-11 10:54:00,2020-02-11 11:24:00,long,9567.75,9562.75,1,-115.0,SL,99895.0,-105.0,99895.0
2020-02-11 11:48:00,2020-02-11 11:57:00,short,9559.5,9554.5,1,85.0,TP,99980.0,-20.0,99980.0
2020-02-11 13:20:00,2020-02-11 13:30:00,short,9569.0,9574.0,1,-115.0,SL,99865.0,-135.0,99865.0
2020-02-11 15:38:00,2020-02-11 15:40:00,long,9598.0,9603.0,1,85.0,TP,99950.0,-50.0,99950.0
2020-02-11 16:50:00,2020-02-11 16:54:00,short,9566.5,9561.5,1,85.0,TP,100035.0,35.0,100035.0
2020-02-11 17:31:00,2020-02-11 17:37:00,long,9568.25,9563.25,1,-115.0,SL,99920.0,-80.0,99920.0
2020-02-11 17:38:00,2020-02-11 17:40:00,long,9568.75,9573.75,1,85.0,TP,100005.0,5.0,100005.0
2020-02-11 20:31:00,2020-02-11 20:34:00,short,9515.75,9520.75,1,-115.0,SL,99890.0,-110.0,99890.0
2020-02-11 23:56:00,2020-02-12 00:01:00,long,9541.5,9546.5,1,85.0,TP,99975.0,-25.0,99975.0
2020-02-12 00:15:00,2020-02-12 00:31:00,short,9535.75,9530.75,1,85.0,TP,100060.0,60.0,100060.0
2020-02-12 01:31:00,2020-02-12 01:34:00,long,9538.0,9533.0,1,-115.0,SL,99945.0,-55.0,99945.0
2020-02-12 05:24:00,2020-02-12 06:04:00,long,9561.25,9566.25,1,85.0,TP,100030.0,30.0,100030.0
2020-02-12 07:31:00,2020-02-12 07:57:00,short,9561.5,9556.5,1,85.0,TP,100115.0,115.0,100115.0
2020-02-12 08:53:00,2020-02-12 09:34:00,long,9573.75,9568.75,1,-115.0,SL,100000.0,0.0,100000.0
2020-02-12 12:30:00,2020-02-12 12:46:00,short,9575.0,9570.0,1,85.0,TP,100085.0,85.0,100085.0
2020-02-12 14:57:00,2020-02-12 14:59:00,long,9573.0,9578.0,1,85.0,TP,100170.0,170.0,100170.0
2020-02-12 17:45:00,2020-02-12 18:03:00,short,9615.25,9610.25,1,85.0,TP,100255.0,255.0,100255.0
2020-02-12 20:47:00,2020-02-12 20:50:00,short,9613.0,9618.0,1,-115.0,SL,100140.0,140.0,100140.0
2020-02-12 21:06:00,2020-02-12 21:08:00,long,9620.25,9625.25,1,85.0,TP,100225.0,225.0,100225.0
2020-02-12 23:47:00,2020-02-12 23:48:00,short,9608.25,9603.25,1,85.0,TP,100310.0,310.0,100310.0
2020-02-13 10:38:00,2020-02-13 10:44:00,long,9542.0,9537.0,1,-115.0,SL,100195.0,195.0,100195.0
2020-02-13 13:31:00,2020-02-13 13:36:00,short,9550.5,9555.5,1,-115.0,SL,100080.0,80.0,100080.0
2020-02-13 14:11:00,2020-02-13 14:12:00,short,9562.25,9557.25,1,85.0,TP,100165.0,165.0,100165.0
2020-02-13 14:43:00,2020-02-13 14:45:00,short,9569.75,9574.75,1,-115.0,SL,100050.0,50.0,100050.0
2020-02-13 17:54:00,2020-02-13 17:56:00,short,9620.25,9615.25,1,85.0,TP,100135.0,135.0,100135.0
2020-02-13 19:24:00,2020-02-13 19:25:00,short,9632.5,9627.5,1,85.0,TP,100220.0,220.0,100220.0
2020-02-13 20:51:00,2020-02-13 20:53:00,short,9602.0,9607.0,1,-115.0,SL,100105.0,105.0,100105.0
2020-02-13 21:49:00,2020-02-13 21:57:00,short,9620.25,9625.25,1,-115.0,SL,99990.0,-10.0,99990.0
2020-02-14 04:15:00,2020-02-14 05:30:00,short,9645.5,9640.5,1,85.0,TP,100075.0,75.0,100075.0
2020-02-14 07:32:00,2020-02-14 07:55:00,short,9643.75,9638.75,1,85.0,TP,100160.0,160.0,100160.0
2020-02-14 08:27:00,2020-02-14 09:01:00,long,9636.0,9631.0,1,-115.0,SL,100045.0,45.0,100045.0
2020-02-14 17:28:00,2020-02-14 17:36:00,short,9609.5,9614.5,1,-115.0,SL,99930.0,-70.0,99930.0
2020-02-14 18:50:00,2020-02-14 18:53:00,long,9608.25,9603.25,1,-115.0,SL,99815.0,-185.0,99815.0
2020-02-17 02:39:00,2020-02-17 05:14:00,short,9670.0,9675.0,1,-115.0,SL,99700.0,-300.0,99700.0
2020-02-17 08:24:00,2020-02-17 08:28:00,short,9677.5,9672.5,1,85.0,TP,99785.0,-215.0,99785.0
2020-02-17 09:21:00,2020-02-17 09:46:00,short,9670.25,9675.25,1,-115.0,SL,99670.0,-330.0,99670.0
2020-02-17 17:59:00,2020-02-17 23:00:00,short,9666.5,9661.5,1,85.0,TP,99755.0,-245.0,99755.0
2020-02-18 00:00:00,2020-02-18 00:21:00,short,9599.75,9594.75,1,85.0,TP,99840.0,-160.0,99840.0
2020-02-18 01:15:00,2020-02-18 01:26:00,long,9584.0,9589.0,1,85.0,TP,99925.0,-75.0,99925.0
2020-02-18 05:12:00,2020-02-18 05:21:00,long,9576.5,9571.5,1,-115.0,SL,99810.0,-190.0,99810.0
2020-02-18 07:25:00,2020-02-18 07:31:00,long,9555.0,9550.0,1,-115.0,SL,99695.0,-305.0,99695.0
2020-02-18 09:10:00,2020-02-18 09:12:00,short,9544.75,9539.75,1,85.0,TP,99780.0,-220.0,99780.0
2020-02-18 09:15:00,2020-02-18 09:27:00,long,9541.75,9546.75,1,85.0,TP,99865.0,-135.0,99865.0
2020-02-18 10:30:00,2020-02-18 10:33:00,long,9555.5,9560.5,1,85.0,TP,99950.0,-50.0,99950.0
2020-02-18 13:50:00,2020-02-18 14:08:00,short,9583.0,9588.0,1,-115.0,SL,99835.0,-165.0,99835.0
2020-02-18 14:50:00,2020-02-18 14:52:00,short,9605.5,9610.5,1,-115.0,SL,99720.0,-280.0,99720.0
2020-02-18 15:22:00,2020-02-18 15:26:00,short,9621.75,9616.75,1,85.0,TP,99805.0,-195.0,99805.0
2020-02-18 15:58:00,2020-02-18 16:00:00,short,9621.0,9616.0,1,85.0,TP,99890.0,-110.0,99890.0
2020-02-18 16:33:00,2020-02-18 16:35:00,short,9593.0,9598.0,1,-115.0,SL,99775.0,-225.0,99775.0
2020-02-18 17:08:00,2020-02-18 17:09:00,short,9583.0,9588.0,1,-115.0,SL,99660.0,-340.0,99660.0
2020-02-18 17:58:00,2020-02-18 18:04:00,short,9612.25,9617.25,1,-115.0,SL,99545.0,-455.0,99545.0
2020-02-18 18:30:00,2020-02-18 18:36:00,long,9623.75,9618.75,1,-115.0,SL,99430.0,-570.0,99430.0
2020-02-18 19:58:00,2020-02-18 20:05:00,short,9643.5,9648.5,1,-115.0,SL,99315.0,-685.0,99315.0
2020-02-18 20:56:00,2020-02-18 20:57:00,short,9636.0,9631.0,1,85.0,TP,99400.0,-600.0,99400.0
2020-02-19 02:27:00,2020-02-19 02:54:00,long,9669.0,9664.0,1,-115.0,SL,99285.0,-715.0,99285.0
2020-02-19 05:08:00,2020-02-19 06:09:00,short,9668.5,9663.5,1,85.0,TP,99370.0,-630.0,99370.0
2020-02-19 08:31:00,2020-02-19 08:37:00,long,9656.75,9661.75,1,85.0,TP,99455.0,-545.0,99455.0
2020-02-19 13:44:00,2020-02-19 13:47:00,short,9680.25,9685.25,1,-115.0,SL,99340.0,-660.0,99340.0
2020-02-19 15:46:00,2020-02-19 15:55:00,short,9716.0,9721.0,1,-115.0,SL,99225.0,-775.0,99225.0
2020-02-19 18:56:00,2020-02-19 19:00:00,short,9736.25,9731.25,1,85.0,TP,99310.0,-690.0,99310.0
2020-02-19 21:12:00,2020-02-19 23:00:00,short,9733.75,9738.75,1,-115.0,SL,99195.0,-805.0,99195.0
2020-02-20 01:31:00,2020-02-20 01:32:00,short,9755.25,9750.25,1,85.0,TP,99280.0,-720.0,99280.0
2020-02-20 05:03:00,2020-02-20 05:47:00,short,9710.75,9715.75,1,-115.0,SL,99165.0,-835.0,99165.0
2020-02-20 08:34:00,2020-02-20 08:46:00,short,9711.75,9716.75,1,-115.0,SL,99050.0,-950.0,99050.0
2020-02-20 08:57:00,2020-02-20 09:05:00,short,9717.25,9722.25,1,-115.0,SL,98935.0,-1065.0,98935.0
2020-02-20 14:47:00,2020-02-20 14:50:00,long,9699.5,9704.5,1,85.0,TP,99020.0,-980.0,99020.0
2020-02-20 17:18:00,2020-02-20 17:19:00,long,9578.0,9573.0,1,-115.0,SL,98905.0,-1095.0,98905.0
2020-02-20 23:33:00,2020-02-20 23:42:00,short,9592.25,9597.25,1,-115.0,SL,98790.0,-1210.0,98790.0
2020-02-21 01:09:00,2020-02-21 01:10:00,short,9593.0,9598.0,1,-115.0,SL,98675.0,-1325.0,98675.0
2020-02-21 01:24:00,2020-02-21 01:27:00,long,9605.0,9600.0,1,-115.0,SL,98560.0,-1440.0,98560.0
2020-02-21 01:30:00,2020-02-21 01:32:00,long,9601.0,9606.0,1,85.0,TP,98645.0,-1355.0,98645.0
2020-02-21 05:04:00,2020-02-21 05:11:00,short,9575.25,9580.25,1,-115.0,SL,98530.0,-1470.0,98530.0
2020-02-21 11:00:00,2020-02-21 11:04:00,long,9583.25,9578.25,1,-115.0,SL,98415.0,-1585.0,98415.0
2020-02-21 11:20:00,2020-02-21 11:25:00,short,9573.0,9578.0,1,-115.0,SL,98300.0,-1700.0,98300.0
2020-02-21 12:28:00,2020-02-21 12:30:00,long,9584.25,9589.25,1,85.0,TP,98385.0,-1615.0,98385.0
2020-02-21 14:30:00,2020-02-21 14:32:00,long,9600.25,9595.25,1,-115.0,SL,98270.0,-1730.0,98270.0
2020-02-21 15:19:00,2020-02-21 15:20:00,long,9504.25,9509.25,1,85.0,TP,98355.0,-1645.0,98355.0
2020-02-21 16:21:00,2020-02-21 16:22:00,long,9506.0,9511.0,1,85.0,TP,98440.0,-1560.0,98440.0
2020-02-21 17:13:00,2020-02-21 17:16:00,short,9519.25,9514.25,1,85.0,TP,98525.0,-1475.0,98525.0
